"","Fiscal.Year","ProductOrServiceArea","SubCustomer","Customer","ProductOrServiceCode","ProductOrServiceCodeText","MaxOfPSCscore","MaxOfIsOnlyOneSource","MaxOfIsSingleAward","LengthScore","PricingScore","MaxOfIsOfficialPBL","MaxOfIsPerformanceBasedLogistics","Action.Obligation","SubCustomer.sum","SubCustomer.detail","SubCustomer.component","Subcustomer.Obsolete","ServicesCategory.detail","ServicesCategory.sum","ProductsCategory.detail","ProductOrServiceArea.DLA","Deflator.2013","Deflator.2012","Deflator.2011","Deflator.2005","Deflator.2014","Obligation.2013","Obligation.2014","LogOfAction.Obligation","Graph","pObligation","pObligationLS","LengthSingleScore","JointScore","AddressCat","pObligationA"
"167485",2014-09-30,"Other","DLA","Defense","4710","PIPE, TUBE AND RIGID TUBING",0,0,1,0,2,"Other","All PBL",253705.9844,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.000248380571808441,0.0002537059844,5.4043307114521,TRUE,8.27245430962838e-08,1.45327087721741e-07,1,3,"No history [0-3]",1.1700375020662e-07
"167486",2014-09-30,"Other","DLA","Defense","5325","FASTENING DEVICES",0,0,1,0,2,"Not PBL","Not PBL",1824714.0226,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.00178641238357903,0.0018247140226,6.2611948095384,TRUE,5.9497466785402e-07,1.04522711774662e-06,1,3,"No history [0-3]",8.41518910969795e-07
"167487",2014-09-30,"Other","DLA","Defense","5450","MISC PREFABRICATED STRUCTURES",0,0,1,0,2,"Not PBL","Not PBL",40789017.6161,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.0399328362038884,0.0407890176161,7.61054324566903,TRUE,1.3299855159578e-05,2.33646405905536e-05,1,3,"No history [0-3]",1.88110187452386e-05
"167596",2014-09-30,"Other","DLA","Defense","6660","METEOROLOG INSTRUMENTS & APPARATUS",0,0,1,0,2,"Not PBL","Not PBL",3340,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,3.26989176783562e-06,3.34e-06,3.52374646681156,TRUE,1.08905580053628e-09,1.91320860695714e-09,1,3,"No history [0-3]",1.54033625424451e-09
"167597",2014-09-30,"Other","DLA","Defense","6670","SCALES AND BALANCES",0,0,1,0,2,"Not PBL","Not PBL",381723.8925,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.000373711321458658,0.0003817238925,5.58174934374833,TRUE,1.24466652494136e-07,2.18657915153348e-07,1,3,"No history [0-3]",1.76042859499726e-07
"167659",2014-09-30,"Other","DLA","Defense","6810","CHEMICALS",0,0,1,0,2,"Not PBL","Not PBL",5827.8501,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,5.705520678494e-06,5.8278501e-06,3.76550837261407,TRUE,1.90025567546735e-09,3.33829130879522e-09,1,3,"No history [0-3]",2.68767927944087e-09
"167660",2014-09-30,"Other","DLA","Defense","7310","FOOD COOKING BAKING SERVING EQ",0,0,1,0,2,"Not PBL","Not PBL",977930.7847,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.000957403539641783,0.0009779307847,5.99030811768473,TRUE,3.18868620838483e-07,5.60175327633649e-07,1,3,"No history [0-3]",4.51000671202153e-07
"167661",2014-09-30,"Other","DLA","Defense","7490","MISCELLANEOUS OFFICE MACHINES",0,0,1,0,2,"Not PBL","Not PBL",-1369810.5332,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,-0.00134105754072012,-0.0013698105332,NA,TRUE,-4.46646738568012e-07,-7.84650689227182e-07,1,3,"No history [0-3]",-6.31727193333522e-07
"167662",2014-09-30,"Other","DLA","Defense","8105","BAGS AND SACKS",0,0,1,0,2,"Not PBL","Not PBL",498433.3389,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.000487970979546087,0.0004984333389,5.69760708344257,TRUE,1.62521472727459e-07,2.85511064065229e-07,1,3,"No history [0-3]",2.29866749171201e-07
"167663",2014-09-30,"Other","DLA","Defense","8115","BOXES, CARTONS, AND CRATES",0,0,1,0,2,"Not PBL","Not PBL",2147607.4637,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.00210252813356136,0.0021476074637,6.33195490462166,TRUE,7.00258792101048e-07,1.23018595326833e-06,1,3,"No history [0-3]",9.90430430006949e-07
"167664",2014-09-30,"Other","DLA","Defense","8120","COMMERCIAL AND INDUSTRIAL GAS CYLINDERS",0,0,1,0,2,"Not PBL","Not PBL",2222152.6575,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.00217550858731536,0.0022221526575,6.34677389080311,TRUE,7.24565341714818e-07,1.27288670368314e-06,1,3,"No history [0-3]",1.02480907209971e-06
"167668",2014-09-30,"Other","DLA","Defense","9320","RUBBER FABRICATED MATERIALS",0,0,1,0,2,"Not PBL","Not PBL",48895,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,4.7868670056384e-05,4.8895e-05,4.68926445046446,TRUE,1.59429291518628e-08,2.80078846817872e-08,1,3,"No history [0-3]",2.25493236979896e-08
"167669",2014-09-30,"Other","DLA","Defense","9905","SIGNS, ADVERTISING DISPLAYS, AND IDENTIFICATION PLATES",0,0,1,0,2,"Not PBL","Not PBL",157453.9522,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.000154148916799989,0.0001574539522,5.19715356619269,TRUE,5.1340161664902e-08,9.01922923797778e-08,1,3,"No history [0-3]",7.26143805232761e-08
"167670",2014-09-30,"Other","DLA","Defense","9925","ECCLESIASTICAL EQ FURNISHING & SUP",0,0,1,0,2,"Not PBL","Not PBL",217962.7905,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.000213387645015099,0.0002179627905,5.33838235938528,TRUE,7.10699524835628e-08,1.24852780473352e-07,1,3,"No history [0-3]",1.00519756971093e-07
"167946",2014-09-30,"Other","DLA","Defense","3460","MACHINE TOOL ACCESSORIES",0,0,1,0,2,"Not PBL","Not PBL",3670.3299,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,3.59328788181165e-06,3.6703299e-06,3.56470510166638,TRUE,1.19676469086131e-09,2.1024271721713e-09,1,3,"No history [0-3]",1.69267730838552e-09
"167947",2014-09-30,"Other","DLA","Defense","3610","PRINTING, DUPLICATING, AND BOOKBINDING EQUIPMENT",0,0,1,0,2,"Not PBL","Not PBL",9457678.1852,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.00925915689839041,0.0094576781852,6.97578453226667,TRUE,3.08381415784357e-06,5.41751835501659e-06,1,3,"No history [0-3]",4.36167802085059e-06
"167948",2014-09-30,"Other","DLA","Defense","3740","PEST DISEASE & FROST CONT EQ",0,0,1,0,2,"Not PBL","Not PBL",-1399.561,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,-1.37018353068377e-06,-1.399561e-06,NA,TRUE,-4.56347312950408e-10,-8.01692260826809e-10,1,3,"No history [0-3]",-6.45447469558892e-10
"167949",2014-09-30,"Other","DLA","Defense","3940","BLOCKS, TACKLE, RIGGING, AND SLINGS",0,0,1,0,2,"Not PBL","Not PBL",1507271.9091,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.00147563353516646,0.0015072719091,6.17819160531369,TRUE,4.91468028619986e-07,8.63390895064323e-07,1,3,"No history [0-3]",6.95121427123073e-07
"167950",2014-09-30,"Other","DLA","Defense","3950","WINCHES HOISTS CRANES & DERRICKS",0,0,1,0,2,"Not PBL","Not PBL",250321.0901,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.0002450667280939,0.0002503210901,5.39849744141084,TRUE,8.16208488532847e-08,1.43388162898866e-07,1,3,"No history [0-3]",1.1544270966558e-07
"167951",2014-09-30,"Other","DLA","Defense","4020","FIBER ROPE, CORDAGE, AND TWINE",0,0,1,0,2,"Not PBL","Not PBL",1761677.9202,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.00172469943977238,0.0017616779202,6.24592651118972,TRUE,5.74420825649852e-07,1.00911896994401e-06,1,3,"No history [0-3]",8.12448014606625e-07
"167952",2014-09-30,"Other","DLA","Defense","4230","DECONTAMINATING & IMPREGNATING EQ",0,0,1,0,2,"Not PBL","Not PBL",51855.3711,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,5.07669015203446e-05,5.18553711e-05,4.71479374661285,TRUE,1.69082014028193e-08,2.97036354208013e-08,1,3,"No history [0-3]",2.39145832582734e-08
"167953",2014-09-30,"Other","DLA","Defense","4235","HAZARDOUS MATERIAL SPILL CONTAINMENT AND CLEAN-UP EQUIPMENT AND MATERIAL",0,0,1,0,2,"Not PBL","Not PBL",720233.0488,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.000705115005147984,0.0007202330488,5.85747304564144,TRUE,2.34842508842387e-07,4.12561696999743e-07,1,3,"No history [0-3]",3.32156010949609e-07
"167954",2014-09-30,"Other","DLA","Defense","4240","SAFETY AND RESCUE EQUIPMENT",0,0,1,0,2,"Not PBL","Not PBL",25401587.713,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.0248683959738602,0.025401587713,7.40486086281855,TRUE,8.28255881487241e-06,1.45504599529606e-05,1,3,"No history [0-3]",1.17146666076963e-05
"167955",2014-09-30,"Other","DLA","Defense","4250","RECYCLING AND RECLAMATION EQUIPMENT",0,0,1,0,2,"Not PBL","Not PBL",897660.3068,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.000878817978298837,0.0008976603068,5.95311202175373,TRUE,2.92695258692132e-07,5.14195037453158e-07,1,3,"No history [0-3]",4.13981651065955e-07
"167956",2014-09-30,"Other","DLA","Defense","4320","POWER AND HAND PUMPS",0,0,1,0,2,"Not PBL","Not PBL",5084385.8514,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.00497766210778226,0.0050843858514,6.70623850151517,TRUE,1.65783829450053e-06,2.91242238682323e-06,1,3,"No history [0-3]",2.34480953816744e-06
"167982",2014-09-30,"Other","DLA","Defense","4110","REFRIGERATION EQUIPMENT",0,0,1,0,2,"Not PBL","Not PBL",-382796.0813,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,-0.000374761004491797,-0.0003827960813,NA,TRUE,-1.24816255318061e-07,-2.19272083069648e-07,1,3,"No history [0-3]",-1.7653732994285e-07
"167983",2014-09-30,"Other","DLA","Defense","4120","AIR CONDITIONING EQUIPMENT",0,0,1,0,2,"Not PBL","Not PBL",1203927.6495,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.0011786566198113,0.0012039276495,6.08060038861032,TRUE,3.92558200632931e-07,6.89630162029065e-07,1,3,"No history [0-3]",5.55225570662343e-07
"167984",2014-09-30,"Other","DLA","Defense","4140","FANS AIR CIRCULATORS & BLOWER EQ",0,0,1,0,2,"Not PBL","Not PBL",832154.0729,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.000814686752259458,0.0008321540729,5.92020374313621,TRUE,2.71335994021449e-07,4.76671956463089e-07,1,3,"No history [0-3]",3.83771583115299e-07
"168014",2014-09-30,"Other","DLA","Defense","5305","SCREWS",0,0,1,0,2,"Not PBL","Not PBL",2289861.5516,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.00224179623864076,0.0022898615516,6.35980922505002,TRUE,7.46642815926645e-07,1.31167150576687e-06,1,3,"No history [0-3]",1.05603495961978e-06
"168015",2014-09-30,"Other","DLA","Defense","5350","ABRASIVE MATERIALS",0,0,1,0,2,"Not PBL","Not PBL",728983.1813,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.000713681468090865,0.0007289831813,5.86271750862955,TRUE,2.37695617391664e-07,4.17573921194658e-07,1,3,"No history [0-3]",3.36191384099068e-07
"168016",2014-09-30,"Other","DLA","Defense","5360","COIL, FLAT, LEAF, AND WIRE SPRINGS",0,0,1,0,2,"Not PBL","Not PBL",963302.2023,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.000943082018334937,0.0009633022023,5.98376255317067,TRUE,3.14098757809638e-07,5.51795827706924e-07,1,3,"No history [0-3]",4.44254283232416e-07
"168033",2014-09-30,"Other","DLA","Defense","4935","GUIDED MISSILE MAINT EQ",0,0,1,0,2,"Not PBL","Not PBL",0,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0,0,0,TRUE,0,0,1,3,"No history [0-3]",0
"168035",2014-09-30,"Other","DLA","Defense","5130","HAND TOOLS, POWER DRIVEN",0,0,1,0,2,"Not PBL","Not PBL",0,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0,0,0,TRUE,0,0,1,3,"No history [0-3]",0
"168036",2014-09-30,"Other","DLA","Defense","5306","BOLTS",0,0,1,0,2,"Not PBL","Not PBL",3942665.1597,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.00385990669132794,0.0039426651597,6.59578989513828,TRUE,1.28556358136036e-06,2.25842542451739e-06,1,3,"No history [0-3]",1.81827248018941e-06
"168037",2014-09-30,"Other","DLA","Defense","5365","BUSHINGS, RINGS, SHIMS AND SPACERS",0,0,1,0,2,"Not PBL","Not PBL",1934117.6944,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.00189351961884544,0.0019341176944,6.28648289811991,TRUE,6.30647333534785e-07,1.10789539514796e-06,1,3,"No history [0-3]",8.91973534329378e-07
"168038",2014-09-30,"Other","DLA","Defense","5440","SCAFFOLDING EQ & CONCRETE FORMS",0,0,1,0,2,"Not PBL","Not PBL",79696.7985,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,7.80239237538934e-05,7.96967985e-05,4.90144087570339,TRUE,2.59863055959869e-08,4.5651676897344e-08,1,3,"No history [0-3]",3.67544515199909e-08
"168078",2014-09-30,"Other","DLA","Defense","6750","PHOTOGRAPHIC SUPPLIES",0,0,1,0,2,"Not PBL","Not PBL",82826.0967,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,8.10875364554751e-05,8.28260967e-05,4.91816719508349,TRUE,2.70066589960821e-08,4.74441919422468e-08,1,3,"No history [0-3]",3.81976166301112e-08
"168079",2014-09-30,"Other","DLA","Defense","7195","MISC FURNITURE & FIXTURES",0,0,1,0,2,"Not PBL","Not PBL",291520.6719,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.000285401510538838,0.0002915206719,5.46466935626068,TRUE,9.50545744637515e-08,1.66987981612278e-07,1,3,"No history [0-3]",1.344430717932e-07
"168080",2014-09-30,"Other","DLA","Defense","7240","HOUSEHOLD & COMM UTIL CONTAINERS",0,0,1,0,2,"Not PBL","Not PBL",1173314.8046,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.00114868635348539,0.0011733148046,6.0694145505282,TRUE,3.82576435270876e-07,6.7209460563801e-07,1,3,"No history [0-3]",5.41107584181794e-07
"168092",2014-09-30,"Other","DLA","Defense","9510","BARS AND RODS",0,0,1,0,2,"Not PBL","Not PBL",58865.261,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,5.76296504058069e-05,5.8865261e-05,4.76985907395735,TRUE,1.91938784257881e-08,3.37190191604726e-08,1,3,"No history [0-3]",2.71473939023549e-08
"168093",2014-09-30,"Other","DLA","Defense","9930","MEMORIALS-CEMETERY & MORTUARY EQ",0,0,1,0,2,"Not PBL","Not PBL",2465966.9395,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.00241420508839097,0.0024659669395,6.39198724983921,TRUE,8.04064550716522e-07,1.4125476566237e-06,1,3,"No history [0-3]",1.13725098164079e-06
"168244",2014-09-30,"Other","DLA","Defense","7105","HOUSEHOLD FURNITURE",0,0,1,0,2,"Not PBL","Not PBL",187644.6016,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.000183705849715759,0.0001876446016,5.27333607458947,TRUE,6.1184264015509e-08,1.07486008032983e-07,1,3,"No history [0-3]",8.65376595083076e-08
"168245",2014-09-30,"Other","DLA","Defense","7320","KITCHEN EQUIPMENT AND APPLIANCES",0,0,1,0,2,"Not PBL","Not PBL",272717.5046,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.000266993030909045,0.0002727175046,5.43571301438904,TRUE,8.89235270336559e-08,1.56217208703172e-07,1,3,"No history [0-3]",1.2577145494086e-07
"168246",2014-09-30,"Other","DLA","Defense","7350","TABLEWARE",0,0,1,0,2,"Not PBL","Not PBL",1107328,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.00108408464415984,0.001107328,6.0442762816653,TRUE,3.61060473501869e-07,6.34296245606178e-07,1,3,"No history [0-3]",5.10675887347325e-07
"168247",2014-09-30,"Other","DLA","Defense","8030","PRESERVATIVE AND SEALING COMPOUNDS",0,0,1,0,2,"Not PBL","Not PBL",26582.2205,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,2.60242467017189e-05,2.65822205e-05,4.42459125616346,TRUE,8.6675213852274e-09,1.52267464229439e-08,1,3,"No history [0-3]",1.22591490881652e-08
"168248",2014-09-30,"Other","DLA","Defense","9390","MISC FABRICATED NONMETAL MATERIALS",0,0,1,0,2,"Not PBL","Not PBL",38506.1904,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,3.7697926646608e-05,3.85061904e-05,4.58553055393567,TRUE,1.25555059915193e-08,2.20569984713803e-08,1,3,"No history [0-3]",1.77582278700485e-08
"168249",2014-09-30,"Other","DLA","Defense","9535","PLATE SHEET STRIP-NONFERROUS METAL",0,0,1,0,2,"Not PBL","Not PBL",923914.5259,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.000904521108510226,0.0009239145259,5.96563179519521,TRUE,3.01255830428481e-07,5.29233899115151e-07,1,3,"No history [0-3]",4.26089532954161e-07
"184180",2013-09-30,"Other","DLA","Defense","3120","BEARINGS, PLAIN, UNMOUNTED",0,0,0,1,2,"Not PBL","Not PBL",655078.7426,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.0006550787426,0.000665257177414441,5.8162935067418,TRUE,1.11451253063036e-06,3.81070586128539e-07,1,3,"No history [0-3]",3.0680231999037e-07
"184217",2013-09-30,"Other","DLA","Defense","4010","CHAIN AND WIRE ROPE",0,0,0,1,2,"Not PBL","Not PBL",69635.7188,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,6.96357188e-05,7.07176996039403e-05,4.84283206286618,TRUE,1.18474125528817e-07,4.05082968702e-08,1,3,"No history [0-3]",3.26134839870425e-08
"184218",2013-09-30,"Other","DLA","Defense","4730","FITTINGS - HOSE PIPE & TUBE",0,0,0,1,2,"Not PBL","Not PBL",105320.441,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.000105320441,0.00010695688128364,5.02251266892497,TRUE,1.79186017790978e-07,6.12667143248959e-08,1,3,"No history [0-3]",4.93262161323702e-08
"184219",2013-09-30,"Other","DLA","Defense","4820","VALVES, NONPOWERED",0,0,0,1,2,"Not PBL","Not PBL",135157.9174,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.0001351579174,0.000137257964253072,5.1308414912661,TRUE,2.29949749183333e-07,7.86236881983212e-08,1,3,"No history [0-3]",6.33004247074263e-08
"184274",2013-09-30,"Other","DLA","Defense","5315","NAILS, MACHINE KEYS, AND PINS",0,0,0,1,2,"Not PBL","Not PBL",181294.1797,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.0001812941797,0.000184111079211943,5.25838386165344,TRUE,3.08443278443213e-07,1.05461946522292e-07,1,3,"No history [0-3]",8.49080748857e-08
"184325",2013-09-30,"Other","DLA","Defense","4130","REFRIGERATION & AIR CONDITION COMP",0,0,0,1,2,"Not PBL","Not PBL",4558.6499,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,4.5586499e-06,4.62948095866761e-06,3.65883624007727,TRUE,7.75581942430569e-09,2.65184515445122e-09,1,3,"No history [0-3]",2.13501717334442e-09
